order,Vp,numberOfTurn,0,1,2,3,4
"A1,A0,A2,A4,A3",0.14285714285714285,3,"['agent_0', True, {1: '1', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '13', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A0,A3,A2,A4",0.14285714285714285,3,"['agent_0', True, {1: '1', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '13', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A0,A3,A4,A2",0.14285714285714285,3,"['agent_0', True, {1: '1', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: None, 2: None, 3: None}, 0, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A0,A4,A2,A3",0.14285714285714285,3,"['agent_0', True, {1: '1', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '13', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A0,A4,A3,A2",0.14285714285714285,3,"['agent_0', True, {1: '1', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: None, 2: None, 3: None}, 0, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A2,A0,A3,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A1,A2,A0,A4,A3",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A1,A2,A3,A0,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A1,A2,A3,A4,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A2,A4,A0,A3",0.14285714285714285,3,"['agent_0', True, {1: '13', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A2,A4,A3,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A3,A0,A2,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A1,A3,A0,A4,A2",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: '14', 3: None}, 2, 21, 14]","['agent_2', True, {1: None, 2: None, 3: None}, 0, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A1,A3,A2,A0,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A1,A3,A2,A4,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A3,A4,A0,A2",0.14285714285714285,3,"['agent_0', True, {1: '13', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: '14', 3: None}, 2, 21, 14]","['agent_2', True, {1: None, 2: None, 3: None}, 0, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A3,A4,A2,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A4,A0,A2,A3",0.14285714285714285,3,"['agent_0', True, {1: '1', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '13', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A4,A0,A3,A2",0.14285714285714285,3,"['agent_0', True, {1: '1', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: None, 2: None, 3: None}, 0, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A4,A2,A0,A3",0.14285714285714285,3,"['agent_0', True, {1: '13', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A4,A2,A3,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A4,A3,A0,A2",0.14285714285714285,3,"['agent_0', True, {1: '13', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: '14', 3: None}, 2, 21, 14]","['agent_2', True, {1: None, 2: None, 3: None}, 0, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A1,A4,A3,A2,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '14', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '1', 2: '10', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A2,A0,A1,A3,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A0,A1,A4,A3",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A0,A3,A1,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A0,A3,A4,A1",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '11', 2: None, 3: None}, 1, 24, 15]"
"A2,A0,A4,A1,A3",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '11', 2: None, 3: None}, 1, 24, 15]"
"A2,A0,A4,A3,A1",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '11', 2: None, 3: None}, 1, 24, 15]"
"A2,A1,A0,A3,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A1,A0,A4,A3",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A1,A3,A0,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A1,A3,A4,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A2,A1,A4,A0,A3",0.14285714285714285,3,"['agent_0', True, {1: '13', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A2,A1,A4,A3,A0",0.14285714285714285,3,"['agent_0', True, {1: None, 2: None, 3: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: '13', 3: None}, 2, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None}, 1, 24, 15]"
"A2,A3,A0,A1,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A3,A0,A4,A1",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '11', 2: None, 3: None}, 1, 24, 15]"
"A2,A3,A1,A0,A4",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '13', 2: None, 3: None}, 1, 24, 15]"
"A2,A3,A1,A4,A0",0.14285714285714285,4,"['agent_0', True, {1: None, 2: None, 3: None, 4: None}, 0, 31, 19]","['agent_1', True, {1: '11', 2: None, 3: None, 4: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None, 4: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '13', 3: '14', 4: None}, 3, 51, 50]","['agent_4', True, {1: '12', 2: None, 3: None, 4: None}, 1, 24, 15]"
"A2,A3,A4,A0,A1",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '11', 2: None, 3: None}, 1, 24, 15]"
"A2,A3,A4,A1,A0",0.14285714285714285,4,"['agent_0', True, {1: None, 2: None, 3: None, 4: None}, 0, 31, 19]","['agent_1', True, {1: '13', 2: None, 3: None, 4: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None, 4: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '12', 3: '14', 4: None}, 3, 51, 50]","['agent_4', True, {1: '11', 2: None, 3: None, 4: None}, 1, 24, 15]"
"A2,A4,A0,A1,A3",0.14285714285714285,3,"['agent_0', True, {1: '12', 2: None, 3: None}, 1, 31, 19]","['agent_1', True, {1: '13', 2: None, 3: None}, 1, 21, 14]","['agent_2', True, {1: '1', 2: None, 3: None}, 1, 20, 7]","['agent_3', True, {1: '10', 2: '14', 3: None}, 2, 51, 50]","['agent_4', True, {1: '11', 2: None, 3: None}, 1, 24, 15]"
