order,Vp,numberOfTurn,0,1,2,3,4,5
"A0,A1,A3,A5,A2,A4",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '14', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 22]","['agent_5', True, {1: '1', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A1,A3,A5,A4,A2",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: '14', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: '1', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 16]"
"A0,A1,A4,A2,A3,A5",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '14', 3: None, 4: None, 5: None, 6: None, 7: None}, 2, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 13]","['agent_4', True, {1: '1', 2: '13', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 0, 22, 16]"
"A0,A1,A4,A2,A5,A3",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '15', 3: None, 4: None, 5: None, 6: None, 7: None, 8: '4', 9: None}, 3, 43, 39]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 13]","['agent_4', True, {1: '1', 2: '13', 3: None, 4: '2', 5: None, 6: None, 7: None, 8: None, 9: None}, 3, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A1,A4,A3,A2,A5",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '14', 3: None, 4: None, 5: None, 6: None, 7: None}, 2, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 13]","['agent_4', True, {1: '1', 2: '13', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 0, 22, 16]"
"A0,A1,A4,A3,A5,A2",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 13]","['agent_4', True, {1: '1', 2: '13', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 16]"
"A0,A1,A4,A5,A2,A3",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '15', 3: None, 4: None, 5: None, 6: None, 7: None, 8: '4', 9: None}, 3, 43, 39]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 13]","['agent_4', True, {1: '1', 2: '13', 3: None, 4: '2', 5: None, 6: None, 7: None, 8: None, 9: None}, 3, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A1,A4,A5,A3,A2",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 13]","['agent_4', True, {1: '1', 2: '13', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 16]"
"A0,A1,A5,A2,A3,A4",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '14', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 22]","['agent_5', True, {1: '1', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A1,A5,A2,A4,A3",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '15', 3: None, 4: '2', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 13]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 22]","['agent_5', True, {1: '1', 2: '14', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 22, 16]"
"A0,A1,A5,A3,A2,A4",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: '14', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 22]","['agent_5', True, {1: '1', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A1,A5,A3,A4,A2",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: '14', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: '1', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 16]"
"A0,A1,A5,A4,A2,A3",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 43, 39]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 0, 22, 13]","['agent_4', True, {1: '13', 2: '2', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: '1', 2: '14', 3: None, 4: None, 5: None, 6: None, 7: None}, 2, 22, 16]"
"A0,A1,A5,A4,A3,A2",0.14634146341463417,7,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '19', 6: '46', 7: None}, 6, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 20, 9]","['agent_2', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: '14', 3: None, 4: '3', 5: None, 6: None, 7: None}, 3, 31, 22]","['agent_5', True, {1: '1', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None}, 1, 22, 16]"
"A0,A2,A1,A3,A4,A5",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '12', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: '14', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 31, 22]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 16]"
"A0,A2,A1,A3,A5,A4",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '12', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A2,A1,A4,A3,A5",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '12', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: '14', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 31, 22]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 16]"
"A0,A2,A1,A4,A5,A3",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '12', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 13]","['agent_4', True, {1: '13', 2: '2', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A2,A1,A5,A3,A4",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '12', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '2', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A2,A1,A5,A4,A3",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '12', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 13]","['agent_4', True, {1: '13', 2: '2', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A2,A3,A1,A4,A5",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '14', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: '2', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 31, 22]","['agent_5', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 22, 16]"
"A0,A2,A3,A1,A5,A4",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: '12', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 20, 9]","['agent_2', True, {1: '1', 2: '15', 3: None, 4: '2', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
"A0,A2,A3,A4,A1,A5",0.13186813186813187,9,"['agent_0', False, {1: '11', 2: '17', 3: '42', 4: '44', 5: '47', 6: '46', 7: '48', 8: '50', 9: None}, 8, 22, 16]","['agent_1', True, {1: None, 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 0, 20, 9]","['agent_2', True, {1: '1', 2: '12', 3: None, 4: '15', 5: None, 6: None, 7: None, 8: '4', 9: None}, 4, 43, 39]","['agent_3', True, {1: '10', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 13]","['agent_4', True, {1: '13', 2: '2', 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 2, 31, 22]","['agent_5', True, {1: '14', 2: None, 3: None, 4: None, 5: None, 6: None, 7: None, 8: None, 9: None}, 1, 22, 16]"
